query_id,variant,baseline,predicted_doc_id,gold_doc_id,schema_hit,n_expected_scalar,n_filled,param_coverage,type_match,exact5,exact20,key_overlap
nlp4lp_test_2,orig,oracle,nlp4lp_test_2,nlp4lp_test_2,1,8,8,1.0,1.0,0.25,0.375,1.0
nlp4lp_test_8,orig,oracle,nlp4lp_test_8,nlp4lp_test_8,1,3,3,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0
nlp4lp_test_9,orig,oracle,nlp4lp_test_9,nlp4lp_test_9,1,2,2,1.0,1.0,0.0,0.0,1.0
nlp4lp_test_11,orig,oracle,nlp4lp_test_11,nlp4lp_test_11,1,8,8,1.0,1.0,0.25,0.25,1.0
nlp4lp_test_15,orig,oracle,nlp4lp_test_15,nlp4lp_test_15,1,8,8,1.0,1.0,0.375,0.375,1.0
nlp4lp_test_17,orig,oracle,nlp4lp_test_17,nlp4lp_test_17,1,9,9,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0
nlp4lp_test_19,orig,oracle,nlp4lp_test_19,nlp4lp_test_19,1,4,4,1.0,1.0,0.25,0.25,1.0
nlp4lp_test_22,orig,oracle,nlp4lp_test_22,nlp4lp_test_22,1,3,3,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0
nlp4lp_test_34,orig,oracle,nlp4lp_test_34,nlp4lp_test_34,1,4,4,1.0,1.0,0.25,0.25,1.0
nlp4lp_test_49,orig,oracle,nlp4lp_test_49,nlp4lp_test_49,1,6,6,1.0,0.6666666666666666,0.16666666666666666,0.3333333333333333,1.0
nlp4lp_test_53,orig,oracle,nlp4lp_test_53,nlp4lp_test_53,1,3,3,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0
nlp4lp_test_60,orig,oracle,nlp4lp_test_60,nlp4lp_test_60,1,8,8,1.0,1.0,0.25,0.25,1.0
nlp4lp_test_73,orig,oracle,nlp4lp_test_73,nlp4lp_test_73,1,2,2,1.0,1.0,0.0,0.0,1.0
nlp4lp_test_74,orig,oracle,nlp4lp_test_74,nlp4lp_test_74,1,9,9,1.0,1.0,0.2222222222222222,0.2222222222222222,1.0
nlp4lp_test_86,orig,oracle,nlp4lp_test_86,nlp4lp_test_86,1,3,3,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0
nlp4lp_test_89,orig,oracle,nlp4lp_test_89,nlp4lp_test_89,1,3,3,1.0,1.0,0.0,0.0,1.0
nlp4lp_test_91,orig,oracle,nlp4lp_test_91,nlp4lp_test_91,1,4,4,1.0,1.0,0.0,0.0,1.0
nlp4lp_test_92,orig,oracle,nlp4lp_test_92,nlp4lp_test_92,1,7,7,1.0,1.0,0.14285714285714285,0.2857142857142857,1.0
nlp4lp_test_97,orig,oracle,nlp4lp_test_97,nlp4lp_test_97,1,9,9,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0
nlp4lp_test_100,orig,oracle,nlp4lp_test_100,nlp4lp_test_100,1,9,9,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0
nlp4lp_test_109,orig,oracle,nlp4lp_test_109,nlp4lp_test_109,1,8,8,1.0,0.25,0.375,0.375,1.0
nlp4lp_test_111,orig,oracle,nlp4lp_test_111,nlp4lp_test_111,1,4,4,1.0,1.0,0.25,0.25,1.0
nlp4lp_test_112,orig,oracle,nlp4lp_test_112,nlp4lp_test_112,1,7,7,1.0,1.0,0.42857142857142855,0.42857142857142855,1.0
nlp4lp_test_118,orig,oracle,nlp4lp_test_118,nlp4lp_test_118,1,5,5,1.0,0.6,0.2,0.4,1.0
nlp4lp_test_134,orig,oracle,nlp4lp_test_134,nlp4lp_test_134,1,3,3,1.0,1.0,0.0,0.0,1.0
nlp4lp_test_138,orig,oracle,nlp4lp_test_138,nlp4lp_test_138,1,6,6,1.0,1.0,0.16666666666666666,0.16666666666666666,1.0
nlp4lp_test_140,orig,oracle,nlp4lp_test_140,nlp4lp_test_140,1,7,7,1.0,1.0,0.2857142857142857,0.2857142857142857,1.0
nlp4lp_test_142,orig,oracle,nlp4lp_test_142,nlp4lp_test_142,1,6,6,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0
nlp4lp_test_145,orig,oracle,nlp4lp_test_145,nlp4lp_test_145,1,3,3,1.0,1.0,0.0,0.0,1.0
nlp4lp_test_155,orig,oracle,nlp4lp_test_155,nlp4lp_test_155,1,3,3,1.0,1.0,0.0,0.0,1.0
nlp4lp_test_162,orig,oracle,nlp4lp_test_162,nlp4lp_test_162,1,6,6,1.0,1.0,0.16666666666666666,0.3333333333333333,1.0
nlp4lp_test_171,orig,oracle,nlp4lp_test_171,nlp4lp_test_171,1,7,7,1.0,1.0,0.2857142857142857,0.2857142857142857,1.0
nlp4lp_test_198,orig,oracle,nlp4lp_test_198,nlp4lp_test_198,1,11,11,1.0,1.0,0.45454545454545453,0.5454545454545454,1.0
nlp4lp_test_199,orig,oracle,nlp4lp_test_199,nlp4lp_test_199,1,2,2,1.0,1.0,0.0,0.0,1.0
nlp4lp_test_200,orig,oracle,nlp4lp_test_200,nlp4lp_test_200,1,7,7,1.0,1.0,0.42857142857142855,0.42857142857142855,1.0
nlp4lp_test_205,orig,oracle,nlp4lp_test_205,nlp4lp_test_205,1,3,3,1.0,1.0,0.0,0.0,1.0
nlp4lp_test_210,orig,oracle,nlp4lp_test_210,nlp4lp_test_210,1,6,6,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0
nlp4lp_test_224,orig,oracle,nlp4lp_test_224,nlp4lp_test_224,1,7,7,1.0,1.0,0.14285714285714285,0.14285714285714285,1.0
nlp4lp_test_226,orig,oracle,nlp4lp_test_226,nlp4lp_test_226,1,7,7,1.0,1.0,0.2857142857142857,0.2857142857142857,1.0
nlp4lp_test_233,orig,oracle,nlp4lp_test_233,nlp4lp_test_233,1,6,6,1.0,1.0,0.16666666666666666,0.16666666666666666,1.0
nlp4lp_test_253,orig,oracle,nlp4lp_test_253,nlp4lp_test_253,1,6,6,1.0,0.6666666666666666,0.16666666666666666,0.16666666666666666,1.0
nlp4lp_test_255,orig,oracle,nlp4lp_test_255,nlp4lp_test_255,1,7,7,1.0,1.0,0.14285714285714285,0.14285714285714285,1.0
nlp4lp_test_257,orig,oracle,nlp4lp_test_257,nlp4lp_test_257,1,8,8,1.0,1.0,0.0,0.0,1.0
nlp4lp_test_263,orig,oracle,nlp4lp_test_263,nlp4lp_test_263,1,6,6,1.0,1.0,0.16666666666666666,0.3333333333333333,1.0
nlp4lp_test_272,orig,oracle,nlp4lp_test_272,nlp4lp_test_272,1,6,6,1.0,1.0,0.0,0.0,1.0
nlp4lp_test_273,orig,oracle,nlp4lp_test_273,nlp4lp_test_273,1,9,9,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0
nlp4lp_test_291,orig,oracle,nlp4lp_test_291,nlp4lp_test_291,1,3,3,1.0,1.0,0.0,0.0,1.0
