query_id,variant,baseline,predicted_doc_id,gold_doc_id,schema_hit,n_expected_scalar,n_filled,param_coverage,type_match,exact5,exact20,key_overlap
nlp4lp_test_24,orig,mistral,nlp4lp_test_15,nlp4lp_test_24,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_25,orig,mistral,nlp4lp_test_25,nlp4lp_test_25,1,2,2,1.0,1.0,1.0,1.0,1.0
nlp4lp_test_26,orig,mistral,nlp4lp_test_26,nlp4lp_test_26,1,8,8,1.0,1.0,1.0,1.0,1.0
nlp4lp_test_27,orig,mistral,nlp4lp_test_27,nlp4lp_test_27,1,2,2,1.0,1.0,1.0,1.0,1.0
nlp4lp_test_28,orig,mistral,nlp4lp_test_28,nlp4lp_test_28,1,12,12,1.0,1.0,1.0,1.0,1.0
nlp4lp_test_29,orig,mistral,nlp4lp_test_29,nlp4lp_test_29,1,6,6,1.0,1.0,0.8333333333333334,0.8333333333333334,1.0
nlp4lp_test_30,orig,mistral,product_mix_lp,nlp4lp_test_30,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_31,orig,mistral,nlp4lp_test_31,nlp4lp_test_31,1,2,2,1.0,1.0,1.0,1.0,1.0
nlp4lp_test_32,orig,mistral,nlp4lp_test_7,nlp4lp_test_32,0,1,1,1.0,1.0,,,0.125
nlp4lp_test_33,orig,mistral,nlp4lp_test_33,nlp4lp_test_33,1,8,8,1.0,1.0,1.0,1.0,1.0
nlp4lp_test_34,orig,mistral,product_mix_lp,nlp4lp_test_34,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_35,orig,mistral,nlp4lp_test_7,nlp4lp_test_35,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_36,orig,mistral,product_mix_lp,nlp4lp_test_36,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_37,orig,mistral,nlp4lp_test_37,nlp4lp_test_37,1,2,2,1.0,1.0,1.0,1.0,1.0
nlp4lp_test_38,orig,mistral,product_mix_lp,nlp4lp_test_38,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_39,orig,mistral,nlp4lp_test_39,nlp4lp_test_39,1,6,6,1.0,1.0,1.0,1.0,1.0
nlp4lp_test_40,orig,mistral,nlp4lp_test_40,nlp4lp_test_40,1,8,8,1.0,1.0,1.0,1.0,1.0
nlp4lp_test_41,orig,mistral,nlp4lp_test_41,nlp4lp_test_41,1,3,3,1.0,1.0,1.0,1.0,1.0
nlp4lp_test_42,orig,mistral,nlp4lp_test_42,nlp4lp_test_42,1,8,8,1.0,1.0,1.0,1.0,1.0
nlp4lp_test_43,orig,mistral,nlp4lp_test_43,nlp4lp_test_43,1,3,3,1.0,1.0,1.0,1.0,1.0
nlp4lp_test_44,orig,mistral,nlp4lp_test_44,nlp4lp_test_44,1,4,3,0.75,1.0,1.0,1.0,1.0
nlp4lp_test_45,orig,mistral,nlp4lp_test_45,nlp4lp_test_45,1,9,9,1.0,1.0,0.8888888888888888,0.8888888888888888,1.0
nlp4lp_test_46,orig,mistral,nlp4lp_test_46,nlp4lp_test_46,1,6,6,1.0,1.0,1.0,1.0,1.0
nlp4lp_test_47,orig,mistral,nlp4lp_test_47,nlp4lp_test_47,1,5,5,1.0,1.0,0.8,0.8,1.0
nlp4lp_test_48,orig,mistral,nlp4lp_test_48,nlp4lp_test_48,1,7,7,1.0,1.0,1.0,1.0,1.0
nlp4lp_test_49,orig,mistral,nlp4lp_test_49,nlp4lp_test_49,1,6,6,1.0,1.0,1.0,1.0,1.0
nlp4lp_test_50,orig,mistral,nlp4lp_test_50,nlp4lp_test_50,1,8,8,1.0,1.0,1.0,1.0,1.0
nlp4lp_test_51,orig,mistral,nlp4lp_test_51,nlp4lp_test_51,1,3,3,1.0,1.0,1.0,1.0,1.0
nlp4lp_test_52,orig,mistral,nlp4lp_test_52,nlp4lp_test_52,1,6,6,1.0,1.0,1.0,1.0,1.0
nlp4lp_test_53,orig,mistral,nlp4lp_test_53,nlp4lp_test_53,1,3,2,0.6666666666666666,1.0,1.0,1.0,1.0
nlp4lp_test_54,orig,mistral,nlp4lp_test_54,nlp4lp_test_54,1,4,4,1.0,1.0,1.0,1.0,1.0
nlp4lp_test_55,orig,mistral,nlp4lp_test_55,nlp4lp_test_55,1,9,9,1.0,1.0,0.8888888888888888,0.8888888888888888,1.0
nlp4lp_test_56,orig,mistral,nlp4lp_test_56,nlp4lp_test_56,1,6,6,1.0,1.0,1.0,1.0,1.0
nlp4lp_test_57,orig,mistral,nlp4lp_test_57,nlp4lp_test_57,1,5,5,1.0,1.0,0.8,0.8,1.0
nlp4lp_test_58,orig,mistral,nlp4lp_test_58,nlp4lp_test_58,1,8,8,1.0,1.0,1.0,1.0,1.0
nlp4lp_test_59,orig,mistral,nlp4lp_test_59,nlp4lp_test_59,1,6,6,1.0,1.0,1.0,1.0,1.0
nlp4lp_test_60,orig,mistral,nlp4lp_test_60,nlp4lp_test_60,1,8,8,1.0,1.0,0.875,0.875,1.0
nlp4lp_test_61,orig,mistral,nlp4lp_test_61,nlp4lp_test_61,1,6,6,1.0,1.0,1.0,1.0,1.0
nlp4lp_test_62,orig,mistral,nlp4lp_test_62,nlp4lp_test_62,1,6,6,1.0,1.0,1.0,1.0,1.0
nlp4lp_test_63,orig,mistral,nlp4lp_test_63,nlp4lp_test_63,1,3,3,1.0,1.0,1.0,1.0,1.0
nlp4lp_test_64,orig,mistral,nlp4lp_test_64,nlp4lp_test_64,1,4,4,1.0,1.0,1.0,1.0,1.0
nlp4lp_test_65,orig,mistral,nlp4lp_test_65,nlp4lp_test_65,1,9,9,1.0,1.0,0.8888888888888888,0.8888888888888888,1.0
nlp4lp_test_66,orig,mistral,nlp4lp_test_66,nlp4lp_test_66,1,6,6,1.0,1.0,1.0,1.0,1.0
nlp4lp_test_67,orig,mistral,nlp4lp_test_67,nlp4lp_test_67,1,5,5,1.0,1.0,0.8,0.8,1.0
nlp4lp_test_68,orig,mistral,nlp4lp_test_68,nlp4lp_test_68,1,7,7,1.0,1.0,1.0,1.0,1.0
nlp4lp_test_69,orig,mistral,nlp4lp_test_69,nlp4lp_test_69,1,3,3,1.0,1.0,1.0,1.0,1.0
nlp4lp_test_70,orig,mistral,nlp4lp_test_70,nlp4lp_test_70,1,8,8,1.0,1.0,0.75,0.75,1.0
nlp4lp_test_71,orig,mistral,nlp4lp_test_71,nlp4lp_test_71,1,6,6,1.0,1.0,1.0,1.0,1.0
nlp4lp_test_72,orig,mistral,nlp4lp_test_62,nlp4lp_test_72,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_73,orig,mistral,nlp4lp_test_1,nlp4lp_test_73,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_74,orig,mistral,nlp4lp_test_74,nlp4lp_test_74,1,9,9,1.0,1.0,1.0,1.0,1.0
nlp4lp_test_75,orig,mistral,product_mix_lp,nlp4lp_test_75,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_76,orig,mistral,nlp4lp_test_76,nlp4lp_test_76,1,6,6,1.0,1.0,1.0,1.0,1.0
nlp4lp_test_77,orig,mistral,nlp4lp_test_77,nlp4lp_test_77,1,5,5,1.0,1.0,0.8,0.8,1.0
nlp4lp_test_78,orig,mistral,nlp4lp_test_78,nlp4lp_test_78,1,7,7,1.0,1.0,1.0,1.0,1.0
nlp4lp_test_79,orig,mistral,nlp4lp_test_49,nlp4lp_test_79,0,1,1,1.0,1.0,,,0.16666666666666666
nlp4lp_test_80,orig,mistral,product_mix_lp,nlp4lp_test_80,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_81,orig,mistral,nlp4lp_test_51,nlp4lp_test_81,0,1,1,1.0,1.0,,,0.3333333333333333
nlp4lp_test_82,orig,mistral,nlp4lp_test_82,nlp4lp_test_82,1,6,6,1.0,1.0,1.0,1.0,1.0
nlp4lp_test_83,orig,mistral,nlp4lp_test_83,nlp4lp_test_83,1,2,2,1.0,1.0,1.0,1.0,1.0
nlp4lp_test_84,orig,mistral,nlp4lp_test_84,nlp4lp_test_84,1,4,4,1.0,1.0,1.0,1.0,1.0
nlp4lp_test_85,orig,mistral,product_mix_lp,nlp4lp_test_85,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_86,orig,mistral,product_mix_lp,nlp4lp_test_86,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_87,orig,mistral,nlp4lp_test_87,nlp4lp_test_87,1,5,5,1.0,1.0,0.8,0.8,1.0
nlp4lp_test_88,orig,mistral,nlp4lp_test_88,nlp4lp_test_88,1,7,7,1.0,1.0,0.8571428571428571,0.8571428571428571,1.0
nlp4lp_test_89,orig,mistral,nlp4lp_test_89,nlp4lp_test_89,1,3,3,1.0,1.0,1.0,1.0,1.0
nlp4lp_test_90,orig,mistral,nlp4lp_test_90,nlp4lp_test_90,1,9,9,1.0,1.0,1.0,1.0,1.0
nlp4lp_test_91,orig,mistral,nlp4lp_test_11,nlp4lp_test_91,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_92,orig,mistral,nlp4lp_test_92,nlp4lp_test_92,1,7,7,1.0,1.0,1.0,1.0,1.0
nlp4lp_test_93,orig,mistral,nlp4lp_test_93,nlp4lp_test_93,1,7,7,1.0,1.0,0.8571428571428571,0.8571428571428571,1.0
nlp4lp_test_94,orig,mistral,nlp4lp_test_114,nlp4lp_test_94,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_95,orig,mistral,product_mix_lp,nlp4lp_test_95,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_96,orig,mistral,nlp4lp_test_96,nlp4lp_test_96,1,9,9,1.0,1.0,0.8888888888888888,0.8888888888888888,1.0
nlp4lp_test_97,orig,mistral,nlp4lp_test_17,nlp4lp_test_97,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_98,orig,mistral,nlp4lp_test_98,nlp4lp_test_98,1,5,5,1.0,1.0,0.8,0.8,1.0
nlp4lp_test_99,orig,mistral,nlp4lp_test_99,nlp4lp_test_99,1,3,3,1.0,1.0,1.0,1.0,1.0
nlp4lp_test_100,orig,mistral,nlp4lp_test_100,nlp4lp_test_100,1,9,9,1.0,1.0,0.8888888888888888,0.8888888888888888,1.0
nlp4lp_test_101,orig,mistral,nlp4lp_test_101,nlp4lp_test_101,1,4,3,0.75,1.0,1.0,1.0,1.0
nlp4lp_test_102,orig,mistral,nlp4lp_test_102,nlp4lp_test_102,1,3,3,1.0,1.0,1.0,1.0,0.42857142857142855
nlp4lp_test_103,orig,mistral,nlp4lp_test_103,nlp4lp_test_103,1,7,7,1.0,1.0,0.8571428571428571,0.8571428571428571,1.0
nlp4lp_test_104,orig,mistral,nlp4lp_test_104,nlp4lp_test_104,1,5,5,1.0,1.0,0.8,0.8,1.0
nlp4lp_test_105,orig,mistral,nlp4lp_test_105,nlp4lp_test_105,1,3,3,1.0,1.0,1.0,1.0,1.0
nlp4lp_test_106,orig,mistral,nlp4lp_test_106,nlp4lp_test_106,1,9,9,1.0,1.0,0.8888888888888888,0.8888888888888888,1.0
nlp4lp_test_107,orig,mistral,product_mix_lp,nlp4lp_test_107,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_108,orig,mistral,product_mix_lp,nlp4lp_test_108,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_109,orig,mistral,nlp4lp_test_115,nlp4lp_test_109,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_110,orig,mistral,nlp4lp_test_110,nlp4lp_test_110,1,9,9,1.0,1.0,1.0,1.0,1.0
nlp4lp_test_111,orig,mistral,product_mix_lp,nlp4lp_test_111,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_112,orig,mistral,product_mix_lp,nlp4lp_test_112,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_113,orig,mistral,nlp4lp_test_113,nlp4lp_test_113,1,7,7,1.0,1.0,0.8571428571428571,0.8571428571428571,1.0
nlp4lp_test_114,orig,mistral,nlp4lp_test_114,nlp4lp_test_114,1,5,5,1.0,1.0,0.8,0.8,1.0
nlp4lp_test_115,orig,mistral,product_mix_lp,nlp4lp_test_115,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_116,orig,mistral,diet_lp,nlp4lp_test_116,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_117,orig,mistral,product_mix_lp,nlp4lp_test_117,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_118,orig,mistral,nlp4lp_test_118,nlp4lp_test_118,1,5,5,1.0,1.0,0.8,0.8,1.0
nlp4lp_test_119,orig,mistral,nlp4lp_test_119,nlp4lp_test_119,1,4,4,1.0,1.0,0.75,0.75,1.0
nlp4lp_test_120,orig,mistral,nlp4lp_test_120,nlp4lp_test_120,1,9,9,1.0,1.0,1.0,1.0,1.0
nlp4lp_test_121,orig,mistral,nlp4lp_test_121,nlp4lp_test_121,1,4,3,0.75,1.0,1.0,1.0,1.0
nlp4lp_test_122,orig,mistral,nlp4lp_test_122,nlp4lp_test_122,1,7,7,1.0,1.0,1.0,1.0,1.0
nlp4lp_test_123,orig,mistral,nlp4lp_test_232,nlp4lp_test_123,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_124,orig,mistral,nlp4lp_test_270,nlp4lp_test_124,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_125,orig,mistral,nlp4lp_test_125,nlp4lp_test_125,1,3,3,1.0,1.0,1.0,1.0,1.0
nlp4lp_test_126,orig,mistral,nlp4lp_test_7,nlp4lp_test_126,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_127,orig,mistral,nlp4lp_test_127,nlp4lp_test_127,1,9,9,1.0,1.0,1.0,1.0,1.0
nlp4lp_test_128,orig,mistral,nlp4lp_test_128,nlp4lp_test_128,1,5,5,1.0,1.0,0.8,0.8,1.0
nlp4lp_test_129,orig,mistral,nlp4lp_test_129,nlp4lp_test_129,1,8,8,1.0,1.0,1.0,1.0,1.0
nlp4lp_test_130,orig,mistral,nlp4lp_test_130,nlp4lp_test_130,1,9,9,1.0,1.0,1.0,1.0,1.0
nlp4lp_test_131,orig,mistral,nlp4lp_test_131,nlp4lp_test_131,1,4,4,1.0,1.0,1.0,1.0,1.0
nlp4lp_test_132,orig,mistral,product_mix_lp,nlp4lp_test_132,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_133,orig,mistral,nlp4lp_test_133,nlp4lp_test_133,1,5,5,1.0,1.0,1.0,1.0,1.0
nlp4lp_test_134,orig,mistral,nlp4lp_test_134,nlp4lp_test_134,1,3,3,1.0,1.0,1.0,1.0,1.0
nlp4lp_test_135,orig,mistral,diet_lp,nlp4lp_test_135,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_136,orig,mistral,product_mix_lp,nlp4lp_test_136,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_137,orig,mistral,nlp4lp_test_137,nlp4lp_test_137,1,5,5,1.0,1.0,0.8,0.8,1.0
nlp4lp_test_138,orig,mistral,nlp4lp_test_138,nlp4lp_test_138,1,6,6,1.0,1.0,1.0,1.0,1.0
nlp4lp_test_139,orig,mistral,nlp4lp_test_139,nlp4lp_test_139,1,7,7,1.0,1.0,0.8571428571428571,0.8571428571428571,1.0
nlp4lp_test_140,orig,mistral,nlp4lp_test_140,nlp4lp_test_140,1,7,7,1.0,1.0,1.0,1.0,1.0
nlp4lp_test_141,orig,mistral,nlp4lp_test_141,nlp4lp_test_141,1,7,7,1.0,1.0,0.8571428571428571,0.8571428571428571,1.0
nlp4lp_test_142,orig,mistral,nlp4lp_test_142,nlp4lp_test_142,1,6,6,1.0,1.0,1.0,1.0,1.0
nlp4lp_test_143,orig,mistral,nlp4lp_test_143,nlp4lp_test_143,1,8,8,1.0,1.0,0.875,0.875,1.0
nlp4lp_test_144,orig,mistral,product_mix_lp,nlp4lp_test_144,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_145,orig,mistral,product_mix_lp,nlp4lp_test_145,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_146,orig,mistral,nlp4lp_test_146,nlp4lp_test_146,1,5,5,1.0,1.0,1.0,1.0,1.0
nlp4lp_test_147,orig,mistral,nlp4lp_test_147,nlp4lp_test_147,1,4,4,1.0,1.0,0.75,0.75,1.0
nlp4lp_test_148,orig,mistral,product_mix_lp,nlp4lp_test_148,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_149,orig,mistral,product_mix_lp,nlp4lp_test_149,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_150,orig,mistral,product_mix_lp,nlp4lp_test_150,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_151,orig,mistral,nlp4lp_test_151,nlp4lp_test_151,1,7,7,1.0,1.0,1.0,1.0,1.0
nlp4lp_test_152,orig,mistral,nlp4lp_test_152,nlp4lp_test_152,1,6,6,1.0,1.0,1.0,1.0,1.0
nlp4lp_test_153,orig,mistral,product_mix_lp,nlp4lp_test_153,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_154,orig,mistral,product_mix_lp,nlp4lp_test_154,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_155,orig,mistral,product_mix_lp,nlp4lp_test_155,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_156,orig,mistral,nlp4lp_test_156,nlp4lp_test_156,1,5,5,1.0,1.0,0.8,0.8,1.0
nlp4lp_test_157,orig,mistral,nlp4lp_test_157,nlp4lp_test_157,1,4,4,1.0,1.0,0.75,0.75,1.0
nlp4lp_test_158,orig,mistral,product_mix_lp,nlp4lp_test_158,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_159,orig,mistral,product_mix_lp,nlp4lp_test_159,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_160,orig,mistral,product_mix_lp,nlp4lp_test_160,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_161,orig,mistral,product_mix_lp,nlp4lp_test_161,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_162,orig,mistral,nlp4lp_test_162,nlp4lp_test_162,1,6,6,1.0,1.0,1.0,1.0,1.0
nlp4lp_test_163,orig,mistral,nlp4lp_test_163,nlp4lp_test_163,1,8,8,1.0,1.0,0.875,0.875,1.0
nlp4lp_test_164,orig,mistral,product_mix_lp,nlp4lp_test_164,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_165,orig,mistral,nlp4lp_test_165,nlp4lp_test_165,1,4,4,1.0,1.0,1.0,1.0,1.0
nlp4lp_test_166,orig,mistral,nlp4lp_test_166,nlp4lp_test_166,1,4,4,1.0,1.0,1.0,1.0,1.0
nlp4lp_test_167,orig,mistral,product_mix_lp,nlp4lp_test_167,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_168,orig,mistral,product_mix_lp,nlp4lp_test_168,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_169,orig,mistral,nlp4lp_test_169,nlp4lp_test_169,1,7,7,1.0,1.0,1.0,1.0,1.0
nlp4lp_test_170,orig,mistral,product_mix_lp,nlp4lp_test_170,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_171,orig,mistral,nlp4lp_test_171,nlp4lp_test_171,1,7,7,1.0,1.0,0.8571428571428571,0.8571428571428571,1.0
nlp4lp_test_172,orig,mistral,nlp4lp_test_172,nlp4lp_test_172,1,6,6,1.0,1.0,1.0,1.0,1.0
nlp4lp_test_173,orig,mistral,product_mix_lp,nlp4lp_test_173,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_174,orig,mistral,product_mix_lp,nlp4lp_test_174,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_175,orig,mistral,product_mix_lp,nlp4lp_test_175,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_176,orig,mistral,nlp4lp_test_176,nlp4lp_test_176,1,4,4,1.0,1.0,1.0,1.0,1.0
nlp4lp_test_177,orig,mistral,nlp4lp_test_177,nlp4lp_test_177,1,5,5,1.0,1.0,1.0,1.0,1.0
nlp4lp_test_178,orig,mistral,nlp4lp_test_178,nlp4lp_test_178,1,3,3,1.0,1.0,1.0,1.0,1.0
nlp4lp_test_179,orig,mistral,product_mix_lp,nlp4lp_test_179,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_180,orig,mistral,product_mix_lp,nlp4lp_test_180,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_181,orig,mistral,nlp4lp_test_181,nlp4lp_test_181,1,7,7,1.0,1.0,0.8571428571428571,0.8571428571428571,1.0
nlp4lp_test_182,orig,mistral,product_mix_lp,nlp4lp_test_182,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_183,orig,mistral,product_mix_lp,nlp4lp_test_183,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_184,orig,mistral,product_mix_lp,nlp4lp_test_184,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_185,orig,mistral,product_mix_lp,nlp4lp_test_185,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_186,orig,mistral,nlp4lp_test_166,nlp4lp_test_186,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_187,orig,mistral,product_mix_lp,nlp4lp_test_187,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_188,orig,mistral,diet_lp,nlp4lp_test_188,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_189,orig,mistral,product_mix_lp,nlp4lp_test_189,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_190,orig,mistral,product_mix_lp,nlp4lp_test_190,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_191,orig,mistral,product_mix_lp,nlp4lp_test_191,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_192,orig,mistral,nlp4lp_test_1,nlp4lp_test_192,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_193,orig,mistral,diet_lp,nlp4lp_test_193,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_194,orig,mistral,diet_lp,nlp4lp_test_194,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_195,orig,mistral,product_mix_lp,nlp4lp_test_195,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_196,orig,mistral,product_mix_lp,nlp4lp_test_196,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_197,orig,mistral,nlp4lp_test_197,nlp4lp_test_197,1,2,2,1.0,1.0,1.0,1.0,1.0
nlp4lp_test_198,orig,mistral,nlp4lp_test_198,nlp4lp_test_198,1,11,11,1.0,1.0,1.0,1.0,1.0
nlp4lp_test_199,orig,mistral,nlp4lp_test_19,nlp4lp_test_199,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_200,orig,mistral,product_mix_lp,nlp4lp_test_200,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_201,orig,mistral,product_mix_lp,nlp4lp_test_201,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_202,orig,mistral,product_mix_lp,nlp4lp_test_202,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_203,orig,mistral,product_mix_lp,nlp4lp_test_203,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_204,orig,mistral,product_mix_lp,nlp4lp_test_204,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_205,orig,mistral,product_mix_lp,nlp4lp_test_205,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_206,orig,mistral,product_mix_lp,nlp4lp_test_206,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_207,orig,mistral,product_mix_lp,nlp4lp_test_207,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_208,orig,mistral,product_mix_lp,nlp4lp_test_208,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_209,orig,mistral,product_mix_lp,nlp4lp_test_209,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_210,orig,mistral,product_mix_lp,nlp4lp_test_210,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_211,orig,mistral,product_mix_lp,nlp4lp_test_211,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_212,orig,mistral,nlp4lp_test_5,nlp4lp_test_212,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_213,orig,mistral,product_mix_lp,nlp4lp_test_213,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_214,orig,mistral,product_mix_lp,nlp4lp_test_214,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_215,orig,mistral,product_mix_lp,nlp4lp_test_215,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_216,orig,mistral,nlp4lp_test_216,nlp4lp_test_216,1,5,5,1.0,1.0,1.0,1.0,1.0
nlp4lp_test_217,orig,mistral,product_mix_lp,nlp4lp_test_217,0,0,0,0.0,0.0,,,0.0
