query_id,variant,baseline,predicted_doc_id,gold_doc_id,schema_hit,n_expected_scalar,n_filled,param_coverage,type_match,exact5,exact20,key_overlap
nlp4lp_test_13,orig,tfidf,nlp4lp_test_13,nlp4lp_test_13,1,13,12,0.9230769230769231,1.0,0.08333333333333333,0.08333333333333333,1.0
nlp4lp_test_22,orig,tfidf,nlp4lp_test_22,nlp4lp_test_22,1,3,3,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0
nlp4lp_test_33,orig,tfidf,nlp4lp_test_33,nlp4lp_test_33,1,8,8,1.0,1.0,0.25,0.25,1.0
nlp4lp_test_58,orig,tfidf,nlp4lp_test_58,nlp4lp_test_58,1,8,7,0.875,1.0,0.2857142857142857,0.2857142857142857,1.0
nlp4lp_test_68,orig,tfidf,nlp4lp_test_68,nlp4lp_test_68,1,7,7,1.0,1.0,0.2857142857142857,0.2857142857142857,1.0
nlp4lp_test_71,orig,tfidf,nlp4lp_test_71,nlp4lp_test_71,1,6,6,1.0,1.0,0.16666666666666666,0.16666666666666666,1.0
nlp4lp_test_83,orig,tfidf,nlp4lp_test_83,nlp4lp_test_83,1,2,2,1.0,1.0,0.0,0.0,1.0
nlp4lp_test_87,orig,tfidf,nlp4lp_test_87,nlp4lp_test_87,1,5,5,1.0,0.8,0.0,0.0,1.0
nlp4lp_test_95,orig,tfidf,nlp4lp_test_95,nlp4lp_test_95,1,3,3,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0
nlp4lp_test_116,orig,tfidf,nlp4lp_test_116,nlp4lp_test_116,1,4,4,1.0,0.75,0.25,0.25,1.0
nlp4lp_test_189,orig,tfidf,nlp4lp_test_189,nlp4lp_test_189,1,2,2,1.0,1.0,0.0,0.0,1.0
nlp4lp_test_201,orig,tfidf,nlp4lp_test_193,nlp4lp_test_201,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_207,orig,tfidf,nlp4lp_test_207,nlp4lp_test_207,1,5,5,1.0,1.0,1.0,1.0,1.0
nlp4lp_test_218,orig,tfidf,nlp4lp_test_218,nlp4lp_test_218,1,8,8,1.0,1.0,0.25,0.25,1.0
nlp4lp_test_231,orig,tfidf,nlp4lp_test_231,nlp4lp_test_231,1,4,4,1.0,1.0,0.25,0.25,1.0
nlp4lp_test_236,orig,tfidf,nlp4lp_test_236,nlp4lp_test_236,1,5,5,1.0,0.8,0.4,0.4,1.0
nlp4lp_test_253,orig,tfidf,nlp4lp_test_253,nlp4lp_test_253,1,6,6,1.0,0.6666666666666666,0.16666666666666666,0.3333333333333333,1.0
nlp4lp_test_261,orig,tfidf,nlp4lp_test_261,nlp4lp_test_261,1,10,9,0.9,0.7777777777777778,0.3333333333333333,0.3333333333333333,1.0
