problem_id,triggered,margin,gold_schema,schema_id,rank,retrieval_score,normalized_tfidf,coverage,type_match,ready,schema_hit,score_frozen,score_retrieval_only,score_no_coverage,score_no_typematch,n_expected_scalar,n_filled,key_overlap
nlp4lp_test_0,0,0.08641432726304782,nlp4lp_test_0,nlp4lp_test_0,1,0.443774519288699,1.0,1.0,1.0,True,True,1.0,1.0,1.0,1.0,5,5,1.0
nlp4lp_test_0,0,0.08641432726304782,nlp4lp_test_0,investment_lp,2,0.35736019202565117,0.725193714434587,0.0,0.0,False,False,0.3625968572172935,0.725193714434587,0.48346247628972466,0.48346247628972466,0,0,0.0
nlp4lp_test_0,0,0.08641432726304782,nlp4lp_test_0,nlp4lp_test_17,3,0.13502549382899098,0.018146926027102495,0.0,0.0,False,False,0.009073463013551247,0.018146926027102495,0.012097950684734996,0.012097950684734996,0,0,0.0
nlp4lp_test_0,0,0.08641432726304782,nlp4lp_test_0,nlp4lp_test_321,4,0.13085978641630808,0.004899555861886669,0.0,0.0,False,False,0.0024497779309433343,0.004899555861886669,0.0032663705745911123,0.0032663705745911123,0,0,0.0
nlp4lp_test_0,0,0.08641432726304782,nlp4lp_test_0,nlp4lp_test_14,5,0.12931909449646523,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0,0,0.0
nlp4lp_test_1,0,0.16300298907879174,nlp4lp_test_1,nlp4lp_test_1,1,0.4016781415176313,1.0,1.0,1.0,True,True,1.0,1.0,1.0,1.0,2,2,1.0
nlp4lp_test_1,0,0.16300298907879174,nlp4lp_test_1,nlp4lp_test_65,2,0.23867515243883958,0.38560109017617444,0.0,0.0,False,False,0.19280054508808722,0.38560109017617444,0.25706739345078294,0.25706739345078294,0,0,0.0
nlp4lp_test_1,0,0.16300298907879174,nlp4lp_test_1,nlp4lp_test_41,3,0.188183087866658,0.19528390885806285,0.0,0.0,False,False,0.09764195442903142,0.19528390885806285,0.13018927257204188,0.13018927257204188,0,0,0.0
nlp4lp_test_1,0,0.16300298907879174,nlp4lp_test_1,nlp4lp_test_123,4,0.1484789133692813,0.04562897513870874,0.0,0.0,False,False,0.02281448756935437,0.04562897513870874,0.03041931675913916,0.03041931675913916,0,0,0.0
nlp4lp_test_1,0,0.16300298907879174,nlp4lp_test_1,nlp4lp_test_91,5,0.13637332656356235,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0,0,0.0
nlp4lp_test_2,0,0.6662246764013251,nlp4lp_test_2,nlp4lp_test_2,1,0.8028665003056823,1.0,1.0,1.0,True,True,1.0,1.0,1.0,1.0,8,8,1.0
nlp4lp_test_2,0,0.6662246764013251,nlp4lp_test_2,nlp4lp_test_312,2,0.13664182390435725,0.06127951205425453,0.0,0.0,False,False,0.030639756027127266,0.06127951205425453,0.04085300803616969,0.04085300803616969,0,0,0.0
nlp4lp_test_2,0,0.6662246764013251,nlp4lp_test_2,nlp4lp_test_294,3,0.1040621758261828,0.015374302859298677,0.0,0.0,False,False,0.007687151429649338,0.015374302859298677,0.01024953523953245,0.01024953523953245,0,0,0.0
nlp4lp_test_2,0,0.6662246764013251,nlp4lp_test_2,nlp4lp_test_150,4,0.09594211388405971,0.003933014689618535,0.0,0.0,False,False,0.0019665073448092677,0.003933014689618535,0.0026220097930790233,0.0026220097930790233,0,0,0.0
nlp4lp_test_2,0,0.6662246764013251,nlp4lp_test_2,nlp4lp_test_148,5,0.09315079157617352,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0,0,0.0
nlp4lp_test_3,0,0.6902669929696195,nlp4lp_test_3,nlp4lp_test_3,1,0.7994028072312895,1.0,1.0,0.8571428571428571,True,True,0.9642857142857143,1.0,0.9523809523809523,1.0,7,7,1.0
nlp4lp_test_3,0,0.6902669929696195,nlp4lp_test_3,nlp4lp_test_42,2,0.10913581426167007,0.01227735624221445,0.0,0.0,False,False,0.006138678121107225,0.01227735624221445,0.0081849041614763,0.0081849041614763,0,0,0.0
nlp4lp_test_3,0,0.6902669929696195,nlp4lp_test_3,nlp4lp_test_287,3,0.10367121222366887,0.0044579019918555805,0.0,0.0,False,False,0.0022289509959277903,0.0044579019918555805,0.0029719346612370537,0.0029719346612370537,0,0,0.0
nlp4lp_test_3,0,0.6902669929696195,nlp4lp_test_3,nlp4lp_test_206,4,0.10345599675042458,0.004149944059091157,0.0,0.0,False,False,0.0020749720295455787,0.004149944059091157,0.002766629372727438,0.002766629372727438,0,0,0.0
nlp4lp_test_3,0,0.6902669929696195,nlp4lp_test_3,nlp4lp_test_26,5,0.10055582085108228,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0,0,0.0
nlp4lp_test_4,0,0.06778168423549452,nlp4lp_test_4,nlp4lp_test_41,1,0.231178377813227,1.0,0.0,0.0,False,False,0.5,1.0,0.6666666666666666,0.6666666666666666,0,0,0.0
nlp4lp_test_4,0,0.06778168423549452,nlp4lp_test_4,nlp4lp_test_17,2,0.16339669357773248,0.18728281291431959,0.0,0.0,False,False,0.09364140645715979,0.18728281291431959,0.12485520860954638,0.12485520860954638,0,0,0.0
nlp4lp_test_4,0,0.06778168423549452,nlp4lp_test_4,nlp4lp_test_318,3,0.15284431514633648,0.060757492504284555,0.0,0.0,False,False,0.030378746252142277,0.060757492504284555,0.04050499500285637,0.04050499500285637,0,0,0.0
nlp4lp_test_4,0,0.06778168423549452,nlp4lp_test_4,nlp4lp_test_150,4,0.15281251639986979,0.06037621859419,0.0,0.0,False,False,0.030188109297095,0.06037621859419,0.04025081239612666,0.04025081239612666,0,0,0.0
